编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,商家地址,月销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
288,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoguofeng775665"，"点我对话"),guofeng775665,佳宝清洁工厂,,13626699625,,https://shop104802410.taobao.com,5683,浙江省金华市,,99%,4.83181分,6.90%,4.83943分,0.10%,4.82918分,0.39%,,,,,,,,,,
289,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotototo8290"，"点我对话"),tototo8290,海缘DIY花边,,18011932678,,https://shop101126987.taobao.com,5615,广东省广州市,,,4.86082分,22.96%,4.88144分,24.66%,4.88144分,21.95%,,,,,,,,,,
290,深圳市速迪科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao速迪数码专营店"，"点我对话"),速迪数码专营店,速迪数码专营店,18576449291,13751162389,,https://shop66005327.taobao.com/,602,广东 深圳,,,4.9386分,52.98%,4.93421分,50.78%,4.9386分,51.73%,,,,,,,,,,
291,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao无极限淘吧"，"点我对话"),无极限淘吧,DzLulu服装私人定制,13181280623,,,https://shop57697975.taobao.com,0,山东省枣庄市,,97.8%,,,,,,,,,,,,,,,,
292,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao十一人大"，"点我对话"),十一人大,来安美容美发用品商行,,15056538102,,https://shop104078507.taobao.com,8,安徽省滁州市,,98.9%,4.66667分,-3.75%,4.66667分,-4.26%,4.66667分,-4.34%,,,,,,,,,,
293,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao闹闹5218888"，"点我对话"),闹闹5218888,锦绣缘工厂店,,13181893533,,https://shop102037529.taobao.com,950,河南省商丘市,,,4.89036,39.33%,4.91799,47.83%,4.90344分,36.36%,,,,,,,,,,
294,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogdg725"，"点我对话"),gdg725,MaiFan迈帆汽车改装店,,15920437153,,https://shop101972808.taobao.com,9,广东省广州市,,98.1%,4.27273分,-11.68%,4.27273分,-12.00%,4.27273分,-12.04%,,,,,,,,,,
295,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohyluweihong"，"点我对话"),hyluweihong,圣诞装饰馆,,13566823039,13566823039,https://shop36407733.taobao.com,1244,浙江省台州市,,,4.81818分,0.10%,4.84848分,3.71%,4.86364分,10.24%,,,,,,,,,,
296,佛山市顺德区世诺家居用品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao达派屋世诺专卖店"，"点我对话"),达派屋世诺专卖店,达派屋世诺专卖店,,18924843088,,https://shop105418553.taobao.com/,18620,广东省 佛山市,,,4.93013分,47.19%,4.92722分,50.00%,4.93159分,50.78%,,,,,,,,,,
297,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao狂傲的心_2009"，"点我对话"),狂傲的心_2009,碧海阁木艺,,18705944001,,https://shop109482929.taobao.com,0,福建省莆田市,,99.2%,5.0分,100.00%,5.0分,100.00%,4.0分,-18.29%,,,,,,,,,,
298,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqdjisir"，"点我对话"),qdjisir,海昌星贝壳工艺,,13964225635,,https://shop111237786.taobao.com,100,山东省青岛市,,99.5%,4.95455分,60.82%,4.95455分,55.29%,4.95455分,56.45%,,,,,,,,,,
299,青岛惠鑫迪工贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao益来佳旗舰店"，"点我对话"),益来佳旗舰店,益来佳旗舰店,,13589211771,,https://shop399808165.taobao.com/,3171,山东 烟台,,,3.66667分,24.33%,3.66667分,24.34%,5.0分,100%,,,,,,,,,,
300,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天诚手记"，"点我对话"),天诚手记,掌领水族用品,18825998808,18825998808,,https://shop104241314.taobao.com,0,广东省江门市,,96%,,,,,,,,,,,,,,,,
301,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao捷联国际"，"点我对话"),捷联国际,捷联电脑手机配件批发,,15902066445,,https://shop68024538.taobao.com,349,广东省广州市,,98.7%,4.66667分,-3.97%,4.7931分,-1.68%,4.86667分,0.27%,,,,,,,,,,
302,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优品整合88"，"点我对话"),优品整合88,优品整合1号店,,15992444715,,https://shop110312857.taobao.com,330,广东省广州市,,,4.86935分,-0.90%,4.8794分,-0.87%,4.8794分,-0.85%,,,,,,,,,,
303,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqcrane"，"点我对话"),qcrane,雅舍梦幻背景墙定制,,15627239140,,https://shop106411141.taobao.com,0,广东省佛山市,,100%,,,,,,,,,,,,,,,,
304,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao咖啡老武"，"点我对话"),咖啡老武,中南咖啡 咖啡机租赁,,13717906563,,https://aniu1688.taobao.com,0,北京市,,99.1%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
305,南昌市青之晨电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao菊芝韵旗舰店"，"点我对话"),菊芝韵旗舰店,菊芝韵旗舰店,13617929257,13907093003,,https://shop108087077.taobao.com/,33150,江西省 南昌市,,,4.82456分,0%,4.91228分,43.02%,4.91228分,41.42%,,,,,,,,,,
306,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao45度仰望天空2012"，"点我对话"),45度仰望天空2012,爱宝车品超市,,18503222787,,https://shop70393584.taobao.com,18,河北省石家庄市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
307,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoleyongxing"，"点我对话"),leyongxing,无锡瑞科,,13382895582,,https://shop116320493.taobao.com,0,江苏省无锡市,,100%,,,,,,,,,,,,,,,,
308,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosudunjiang"，"点我对话"),sudunjiang,福瑞王精品香杉木床垫,,13738085381,,https://shop36491252.taobao.com,0,浙江省杭州市,,100%,4.83333分,-1.64%,4.83333分,-1.81%,4.875分,-0.93%,,,,,,,,,,
309,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoshangaqiang"，"点我对话"),shangaqiang,丰尚家具工厂店,,15658057336,,https://shop110917887.taobao.com,119,浙江省杭州市,,,4.96916分,64.27%,4.97357分,65.96%,4.98678分,83.27%,,,,,,,,,,
310,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao台州悠尔美"，"点我对话"),台州悠尔美,铭优席业,15057272321,15057272321,,https://shop59231696.taobao.com,98,浙江省台州市,,,4.87097分,28.57%,4.83871分,0.10%,4.87097分,15.06%,,,,,,,,,,
311,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoliujing19840120"，"点我对话"),liujing19840120,南京爱丁舞衣,,18951947636,,https://shop57842048.taobao.com,0,江苏省南京市,,99.7%,4.88571分,33.77%,4.91429分,41.09%,4.82857分,-0.55%,,,,,,,,,,
312,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodgjx1369"，"点我对话"),dgjx1369,满盛机械,,13717430699,,https://shop107815004.taobao.com,18,广东省东莞市,,98%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
313,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohappykindle"，"点我对话"),happykindle,锦衣遇时美妆店,,13591301120,,https://shop59900306.taobao.com,79,辽宁省大连市,,99.7%,4.90625分,38.20%,4.90625分,25.30%,4.90625分,22.91%,,,,,,,,,,
314,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxuanxuan2008316"，"点我对话"),xuanxuan2008316,至轩舞蹈用品,,18086024557,,https://shop58609352.taobao.com,219,湖北省武汉市,,98.8%,4.61929分,-4.33%,4.69543分,-3.43%,4.73096分,-2.81%,,,,,,,,,,
315,东莞市卫力固胶粘制品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卫力固胶粘制品专卖店"，"点我对话"),卫力固胶粘制品专卖店,卫力固胶粘制品专卖店,,13431243382,,https://shop432419065.taobao.com/,47297,广东省东莞市,,,4.94989分,61.61%,4.95289分,64.75%,4.95656分,65.84%,,,,,,,,,,
316,沈阳沐恩邦护医疗器械有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沐恩邦护医疗器械专营店"，"点我对话"),沐恩邦护医疗器械专营店,沐恩邦护医疗器械专营店,,13644991608,,https://shop142810645.taobao.com/,213106,辽宁 沈阳,,,4.9506分,43.21%,4.93756分,42.62%,4.93355分,37.83%,,,,,,,,,,
317,睢宁英胜家具有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐非旗舰店"，"点我对话"),乐非旗舰店,乐非旗舰店,,18751720016,,https://shop495737020.taobao.com/,4972,江苏 南京,,,4.78689分,2.21%,4.7459分,2.87%,4.72951分,3.29%,,,,,,,,,,
318,广州极创生物科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqalede巧的旗舰店"，"点我对话"),qalede巧的旗舰店,qalede巧的旗舰店,,13533439937,,https://shop538001976.taobao.com/,28576,广东省广州市,,,4.91304分,26.32%,4.91304分,35.46%,4.92391分,41.22%,,,,,,,,,,
319,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolbbaibo"，"点我对话"),lbbaibo,骏宝达大拉手厂家店,,13827544733,,https://shop59521340.taobao.com/,18,广东省肇庆市,,99.4%,4.85965分,-1.10%,4.85965分,-1.27%,4.85965分,-1.25%,,,,,,,,,,
320,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao邵小花花"，"点我对话"),邵小花花,正扬体育,,,18660109220,https://shop115549684.taobao.com,1,山东省济南市,,98.2%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
321,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao大0825"，"点我对话"),大0825,乐信汽配贸易,,13480590947,,https://shop107846497.taobao.com,200,广东省惠州市,,99.4%,4.78938分,-1.00%,4.81136分,-0.90%,4.85165分,0.13%,,,,,,,,,,
322,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天运真皮手袋"，"点我对话"),天运真皮手袋,拒仿品商行,15382877161,18029086581,,https://shop64671972.taobao.com,138,广东省东莞市,,99.9%,4.71429分,-4.06%,4.80952分,-2.29%,4.66667分,-5.17%,,,,,,,,,,
323,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb8266699_2011"，"点我对话"),tb8266699_2011,木兰溪畔高端定制护理,,15060396810,,https://shop73311340.taobao.com,2341,福建省莆田市,,99.4%,4.95782,72.20%,4.9727,78.25%,4.95782分,65.32%,,,,,,,,,,
324,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阳光下的王子"，"点我对话"),阳光下的王子,上海山鸡复古改装部件,13671758275,,,https://shop68793542.taobao.com,323,上海市,,,4.95272分,70.85%,4.95989分,72.29%,4.95702分,69.78%,,,,,,,,,,
325,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao心蕤鱼具"，"点我对话"),心蕤鱼具,南京华海精品渔具店,,13912953359,,https://shop60702158.taobao.com,0,江苏省南京市,,99.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
326,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金绺玉衣"，"点我对话"),金绺玉衣,流行&密码,,13538757520,,https://shop57072984.taobao.com,16,广东省广州市,,96.9%,4.84615分,0.20%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
327,深圳市麦乐电子科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麦乐影音专营店"，"点我对话"),麦乐影音专营店,麦乐影音专营店,,15989561600,,https://shop346785004.taobao.com/,6267,广东省深圳市,,,4.9845分,88.13%,4.95736分,68.10%,4.95349分,63.43%,,,,,,,,,,
328,福州北斗福逸电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao北斗福逸家居专营店"，"点我对话"),北斗福逸家居专营店,北斗福逸家居专营店,,13107942222,,https://shop595450351.taobao.com/,8857,福建 福州,,,4.86192分,0%,4.87579分,14.66%,4.8966分,25.61%,,,,,,,,,,
329,广州博趣电子科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao博趣图书专营店"，"点我对话"),博趣图书专营店,博趣图书专营店,18922370663,,,https://shop112940652.taobao.com/,175445,广东省 广州市,,,4.94259分,21.90%,4.92572分,27.67%,4.93341分,36.80%,,,,,,,,,,
330,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李彦飞108"，"点我对话"),李彦飞108,上海永久 巧孩子品牌,,,13780398870,https://shop103242464.taobao.com,17,河北省邢台市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
331,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao归渠未期了"，"点我对话"),归渠未期了,珍熹堂皮肤馆,18797961093,13033293335,,https://shop126491243.taobao.com,36,江西省吉安市,,97.9%,4.83713,0.23%,4.86971,0.10%,4.89251分,11.61%,,,,,,,,,,
332,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao000哈利"，"点我对话"),000哈利,跃健 专注负重运动,,15237458935,,https://shop120357107.taobao.com,21,河南省许昌市,,,4.58333分,-5.42%,4.58333分,-5.83%,4.58333分,-5.87%,,,,,,,,,,
333,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小狗在家"，"点我对话"),小狗在家,老白渔具,,13844646721,,https://shop37072870.taobao.com,0,吉林市,,99%,4.79487分,-0.67%,4.76923分,-1.76%,4.69231分,-3.35%,,,,,,,,,,
334,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao周志海1958"，"点我对话"),周志海1958,小燕子布艺家纺店,18757940057,18757940057,18757940057,https://shop105275725.taobao.com,734,浙江省金华市,,,4.88795分,37.97%,4.89852分,35.51%,4.90486分,37.37%,,,,,,,,,,
335,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诚信商家0018"，"点我对话"),诚信商家0018,收款机 触摸屏收款机,,13352028859,,https://shop72670463.taobao.com,0,天津市,,99.3%,,,,,,,,,,,,,,,,
336,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao独角仙养殖基地"，"点我对话"),独角仙养殖基地,独角仙养殖基地,,13602632061,,https://shop106655923.taobao.com,15,广东省深圳市,,98.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
337,上海月燕商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaograce洁丽雅月燕专卖店"，"点我对话"),grace洁丽雅月燕专卖店,grace洁丽雅月燕专卖店,,18017643546,,https://shop452646022.taobao.com/,50727,,,,4.98182分,86.26%,4.97828分,85.08%,4.9803分,85.83%,,,,,,,,,,
338,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyangyanwei360782"，"点我对话"),yangyanwei360782,天下家私,,18679173514,,https://shop114041051.taobao.com,0,江西省南昌市,,98.8%,5.0分,100.00%,4.98分,80.33%,5.0分,100.00%,,,,,,,,,,
339,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华东暖通1号店"，"点我对话"),华东暖通1号店,无锡绵江暖通设备加工,,13651707928,,https://shop71605537.taobao.com/,73,上海市,,99.4%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
340,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao千雨和依"，"点我对话"),千雨和依,嵊州市千雨和依戏服店,,13758532650,,https://shop35321891.taobao.com,206,浙江省绍兴市,,98.6%,4.85354分,14.58%,4.88384分,15.72%,4.90657分,29.20%,,,,,,,,,,
341,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhaohui8524"，"点我对话"),zhaohui8524,笛宝童车,,18516506010,,https://shop61351348.taobao.com,0,上海市,,97.5%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
342,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吉圆水族工厂"，"点我对话"),吉圆水族工厂,吉圆水族工厂店,,18575752018,,https://shop136331050.taobao.com,0,广东省佛山市,,99.7%,,,,,,,,,,,,,,,,
343,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojj宝石8888"，"点我对话"),jj宝石8888,潍坊蓝宝石加工厂,13465364619,,,https://shop34062147.taobao.com,77,山东省潍坊市,,99.6%,4.92308分,45.49%,4.96923分,73.44%,4.96923分,72.15%,,,,,,,,,,
344,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao工业耗材批发"，"点我对话"),工业耗材批发,工业耗材批发进口品牌,,13530405409,,https://shop66710517.taobao.com,2397,广东省深圳市,,98.4%,4.925分,46.65%,4.9125分,29.93%,4.925分,37.69%,,,,,,,,,,
345,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofantasy_089"，"点我对话"),fantasy_089,咸蛋超人1号店,,13608035848,,https://shop36043616.taobao.com,5,上海市,,100%,,,,,,,,,,,,,,,,
346,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao深圳市车专家科技有限公司"，"点我对话"),深圳市车专家科技有限公司,车专家四轮定位仪,,13823304302,,https://shop107378996.taobao.com,65,广东省深圳市,,98.3%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
347,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao信达办公设备118"，"点我对话"),信达办公设备118,信达理光正品配件耗材,13660865679,13392470139,,https://shop62741570.taobao.com,236,广东省广州市,,99.5%,4.76471分,-1.95%,4.82353分,-1.06%,4.58824分,-5.97%,,,,,,,,,,
348,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqq275925397"，"点我对话"),qq275925397,米客商城,,17097911270,17097911270,https://shop33334331.taobao.com,2891,浙江省温州市,,,4.875分,-0.79%,4.86979分,-1.07%,4.83246分,-1.80%,,,,,,,,,,
349,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诚源达喷嘴经营部"，"点我对话"),诚源达喷嘴经营部,深圳市诚源达喷雾净化,,13418775630,13418775630,https://shop66735069.taobao.com,7729,广东省深圳市,,99.6%,4.90323分,0.21%,4.90323分,0.39%,4.83871分,-1.67%,,,,,,,,,,
350,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao启铭连锁改装店2"，"点我对话"),启铭连锁改装店2,蓝鲸AUTO,,13501481946,,https://shop106857612.taobao.com,0,广东省广州市,,97.2%,,,,,,,,,,,,,,,,
351,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao振华科技公司"，"点我对话"),振华科技公司,中国振华科技,,13998877563,,https://shop60516927.taobao.com,112,辽宁省沈阳市,,98.2%,3.66667分,-24.55%,3.66667分,-24.79%,3.66667分,-24.86%,,,,,,,,,,
352,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb0597077_88"，"点我对话"),tb0597077_88,广源鑫鑫如意,15920597077,,,https://shop102726699.taobao.com,31,广东省广州市,,98.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
353,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoszhoucs"，"点我对话"),szhoucs,智能投影仪品牌店,13684918150,13902441077,,https://shop59302497.taobao.com,7,广东省深圳市,,,5.0分,100.00%,4.97674分,81.37%,5.0分,100.00%,,,,,,,,,,
354,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao电梯配件1987"，"点我对话"),电梯配件1987,北京源动力电梯配件,,18518622216,,https://shop150686354.taobao.com,33,北京市,,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
355,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotanhuwan"，"点我对话"),tanhuwan,FASTACE,18613004638,18613004638,,https://shop105080199.taobao.com,0,广东省广州市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
356,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxjg48"，"点我对话"),xjg48,音符车贴,,13851307111,,https://shop36939693.taobao.com,1670,江苏省盐城市,,,4.85分,7.56%,4.90833分,36.66%,4.91667分,41.39%,,,,,,,,,,
357,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobb小火车"，"点我对话"),bb小火车,家居派,,13542042567,,https://shop102600998.taobao.com,20,广东省湛江市,,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
358,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诸葛阿q0"，"点我对话"),诸葛阿q0,天慧,,13400652264,,https://shop109171195.taobao.com,20,福建省厦门市,,,4.99057分,93.46%,4.99057分,92.32%,4.9717分,76.68%,,,,,,,,,,
359,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao清茶如水星空"，"点我对话"),清茶如水星空,酷包世界,,,18938366619,https://shop65048925.taobao.com,217,广东省茂名市,,98.5%,4.73793,-1.88%,4.78966,-1.49%,4.77586分,-1.89%,,,,,,,,,,
360,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梦的宿愿1"，"点我对话"),梦的宿愿1,聪慧宝贝童车,,13831964732,,https://shop107600970.taobao.com,19,河北省邢台市,,,5.0分,100.00%,5.0分,100.00%,4.97959分,84.69%,,,,,,,,,,
361,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天添乐tiantianle"，"点我对话"),天添乐tiantianle,豆米宝贝厂家直销店,,13530544986,,https://shop63542351.taobao.com,0,广东省深圳市,,,4.80952,-2.12%,4.7619,-3.26%,5.0分,100.00%,,,,,,,,,,
362,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao源水过滤yh"，"点我对话"),源水过滤yh,比思特管业,,18688029668,,https://shop72201553.taobao.com,407,广东省汕头市,,98.8%,4.8998分,0.28%,4.90381分,0.38%,4.8998分,0.43%,,,,,,,,,,
363,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安骑摩配"，"点我对话"),安骑摩配,安骑摩配,,13706565193,,https://shop111565070.taobao.com,3,浙江省台州市,,97.1%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
364,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb76670860"，"点我对话"),tb76670860,轮 胎 之 家,,15919891011,,https://shop108913327.taobao.com,4,广东省深圳市,,99.6%,5.0分,100.00%,5.0分,100.00%,4.45455分,-8.30%,,,,,,,,,,
365,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐奇保罗厂家直销"，"点我对话"),乐奇保罗厂家直销,乐奇保罗箱包店,18731225377,,,https://shop144352687.taobao.com,26,河北省保定市,,,4.53846,-6.01%,4.84615,0.33%,4.76923分,-2.03%,,,,,,,,,,
366,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocleo6"，"点我对话"),cleo6,NAKURU纳库鲁,18967701963,,,https://shop57535766.taobao.com,9106,浙江省温州市,,,4.85714分,16.68%,4.87705分,10.79%,4.87073分,2.04%,,,,,,,,,,
